Date,Product_Category,Units_Sold,Unit_Price,Total_Revenue
2021-09-29,T-Shirts,37.0,25.0,925.0
2021-09-29,Jeans,32.0,60.0,1920.0
2021-09-29,Jackets,8.0,120.0,960.0
2021-09-29,Dresses,18.0,80.0,1440.0
2021-09-29,Accessories,52.0,15.0,780.0
2021-09-30,T-Shirts,63.0,25.0,1575.0
2021-09-30,Jeans,38.0,60.0,2280.0
2021-09-30,Jackets,7.0,120.0,840.0
2021-09-30,Dresses,20.0,80.0,1600.0
2021-09-30,Accessories,60.0,15.0,900.0
2021-10-01,T-Shirts,62.0,25.0,1550.0
2021-10-01,Jeans,35.0,60.0,2100.0
2021-10-01,Jackets,27.0,120.0,3240.0
2021-10-01,Dresses,21.0,80.0,1680.0
2021-10-01,Accessories,43.0,15.0,645.0
2021-10-02,T-Shirts,92.0,25.0,2300.0
2021-10-02,Jeans,68.0,60.0,4080.0
2021-10-02,Jackets,38.0,120.0,4560.0
2021-10-02,Dresses,27.0,80.0,2160.0
2021-10-02,Accessories,94.0,15.0,1410.0
2021-10-03,T-Shirts,,25.0,
2021-10-03,Jeans,47.0,60.0,2820.0
2021-10-03,Jackets,52.0,120.0,6240.0
2021-10-03,Dresses,32.0,80.0,2560.0
2021-10-03,Accessories,98.0,15.0,1470.0
2021-10-04,T-Shirts,70.0,25.0,1750.0
2021-10-04,Jeans,32.0,60.0,1920.0
2021-10-04,Jackets,39.0,120.0,4680.0
2021-10-04,Dresses,21.0,80.0,1680.0
2021-10-04,Accessories,56.0,15.0,840.0
2021-10-05,T-Shirts,66.0,25.0,1650.0
2021-10-05,Jeans,43.0,60.0,2580.0
2021-10-05,Jackets,37.0,120.0,4440.0
2021-10-05,Dresses,23.0,80.0,1840.0
2021-10-05,Accessories,45.0,15.0,675.0
2021-10-06,T-Shirts,68.0,25.0,1700.0
2021-10-06,Jeans,31.0,60.0,1860.0
2021-10-06,Jackets,39.0,120.0,4680.0
2021-10-06,Dresses,23.0,80.0,1840.0
2021-10-06,Accessories,48.0,15.0,720.0
2021-10-07,T-Shirts,65.0,25.0,1625.0
2021-10-07,Jeans,27.0,60.0,1620.0
2021-10-07,Jackets,27.0,120.0,3240.0
2021-10-07,Dresses,26.0,80.0,2080.0
2021-10-07,Accessories,45.0,15.0,675.0
2021-10-08,T-Shirts,53.0,25.0,1325.0
2021-10-08,Jeans,38.0,60.0,2280.0
2021-10-08,Jackets,35.0,120.0,4200.0
2021-10-08,Dresses,25.0,80.0,2000.0
2021-10-08,Accessories,59.0,15.0,885.0
2021-10-09,T-Shirts,84.0,25.0,2100.0
2021-10-09,Jeans,40.0,60.0,2400.0
2021-10-09,Jackets,55.0,120.0,6600.0
2021-10-09,Dresses,33.0,80.0,2640.0
2021-10-09,Accessories,73.0,15.0,1095.0
2021-10-10,T-Shirts,116.0,25.0,2900.0
2021-10-10,Jeans,58.0,60.0,3480.0
2021-10-10,Jackets,49.0,120.0,5880.0
2021-10-10,Dresses,44.0,80.0,3520.0
2021-10-10,Accessories,69.0,15.0,1035.0
2021-10-11,T-Shirts,73.0,25.0,1825.0
2021-10-11,Jeans,36.0,60.0,2160.0
2021-10-11,Jackets,32.0,120.0,3840.0
2021-10-11,Dresses,28.0,80.0,2240.0
2021-10-11,Accessories,55.0,15.0,825.0
2021-10-12,T-Shirts,69.0,25.0,1725.0
2021-10-12,Jeans,42.0,60.0,2520.0
2021-10-12,Jackets,29.0,120.0,3480.0
2021-10-12,Dresses,21.0,80.0,1680.0
2021-10-12,Accessories,43.0,15.0,645.0
2021-10-13,T-Shirts,44.0,25.0,1100.0
2021-10-13,Jeans,48.0,60.0,2880.0
2021-10-13,Jackets,26.0,120.0,3120.0
2021-10-13,Dresses,22.0,80.0,1760.0
2021-10-13,Accessories,49.0,15.0,735.0
2021-10-14,T-Shirts,67.0,25.0,1675.0
2021-10-14,Jeans,40.0,60.0,2400.0
2021-10-14,Jackets,34.0,120.0,4080.0
2021-10-14,Dresses,21.0,80.0,1680.0
2021-10-14,Accessories,50.0,15.0,750.0
2021-10-15,T-Shirts,67.0,25.0,1675.0
2021-10-15,Jeans,34.0,60.0,2040.0
2021-10-15,Jackets,37.0,120.0,4440.0
2021-10-15,Dresses,25.0,80.0,2000.0
2021-10-15,Accessories,57.0,15.0,855.0
2021-10-16,T-Shirts,106.0,25.0,2650.0
2021-10-16,Jeans,64.0,60.0,3840.0
2021-10-16,Jackets,48.0,120.0,5760.0
2021-10-16,Dresses,29.0,80.0,2320.0
2021-10-16,Accessories,82.0,15.0,1230.0
2021-10-17,T-Shirts,86.0,25.0,2150.0
2021-10-17,Jeans,48.0,60.0,2880.0
2021-10-17,Jackets,50.0,120.0,6000.0
2021-10-17,Dresses,41.0,80.0,3280.0
2021-10-17,Accessories,77.0,15.0,1155.0
2021-10-18,T-Shirts,67.0,25.0,1675.0
2021-10-18,Jeans,46.0,60.0,2760.0
2021-10-18,Jackets,32.0,120.0,3840.0
2021-10-18,Dresses,31.0,80.0,2480.0
2021-10-18,Accessories,56.0,15.0,840.0
2021-10-19,T-Shirts,46.0,25.0,1150.0
2021-10-19,Jeans,40.0,60.0,2400.0
2021-10-19,Jackets,33.0,120.0,3960.0
2021-10-19,Dresses,27.0,80.0,2160.0
2021-10-19,Accessories,57.0,15.0,855.0
2021-10-20,T-Shirts,63.0,25.0,1575.0
2021-10-20,Jeans,28.0,60.0,1680.0
2021-10-20,Jackets,30.0,120.0,3600.0
2021-10-20,Dresses,21.0,80.0,1680.0
2021-10-20,Accessories,47.0,15.0,705.0
2021-10-21,T-Shirts,70.0,25.0,1750.0
2021-10-21,Jeans,45.0,60.0,2700.0
2021-10-21,Jackets,33.0,120.0,3960.0
2021-10-21,Dresses,20.0,80.0,1600.0
2021-10-21,Accessories,55.0,15.0,825.0
2021-10-22,T-Shirts,76.0,25.0,1900.0
2021-10-22,Jeans,32.0,60.0,1920.0
2021-10-22,Jackets,31.0,120.0,3720.0
2021-10-22,Dresses,23.0,80.0,1840.0
2021-10-22,Accessories,45.0,15.0,675.0
2021-10-23,T-Shirts,106.0,25.0,2650.0
2021-10-23,Jeans,52.0,60.0,3120.0
2021-10-23,Jackets,50.0,120.0,6000.0
2021-10-23,Dresses,31.0,80.0,2480.0
2021-10-23,Accessories,72.0,15.0,1080.0
2021-10-24,T-Shirts,108.0,25.0,2700.0
2021-10-24,Jeans,50.0,60.0,3000.0
2021-10-24,Jackets,58.0,120.0,6960.0
2021-10-24,Dresses,34.0,80.0,2720.0
2021-10-24,Accessories,80.0,15.0,1200.0
2021-10-25,T-Shirts,74.0,25.0,1850.0
2021-10-25,Jeans,27.0,60.0,1620.0
2021-10-25,Jackets,24.0,120.0,2880.0
2021-10-25,Dresses,19.0,80.0,1520.0
2021-10-25,Accessories,61.0,15.0,915.0
2021-10-26,T-Shirts,59.0,25.0,1475.0
2021-10-26,Jeans,51.0,60.0,3060.0
2021-10-26,Jackets,29.0,120.0,3480.0
2021-10-26,Dresses,24.0,80.0,1920.0
2021-10-26,Accessories,64.0,15.0,960.0
2021-10-27,T-Shirts,85.0,25.0,2125.0
2021-10-27,Jeans,48.0,60.0,2880.0
2021-10-27,Jackets,36.0,120.0,4320.0
2021-10-27,Dresses,27.0,80.0,2160.0
2021-10-27,Accessories,56.0,15.0,840.0
2021-10-28,T-Shirts,72.0,25.0,1800.0
2021-10-28,Jeans,32.0,60.0,1920.0
2021-10-28,Jackets,28.0,120.0,3360.0
2021-10-28,Dresses,23.0,80.0,1840.0
2021-10-28,Accessories,50.0,15.0,750.0
2021-10-29,T-Shirts,60.0,25.0,1500.0
2021-10-29,Jeans,40.0,60.0,2400.0
2021-10-29,Jackets,35.0,120.0,4200.0
2021-10-29,Dresses,24.0,80.0,1920.0
2021-10-29,Accessories,63.0,15.0,945.0
2021-10-30,T-Shirts,80.0,25.0,2000.0
2021-10-30,Jeans,52.0,60.0,3120.0
2021-10-30,Jackets,43.0,120.0,5160.0
2021-10-30,Dresses,27.0,80.0,2160.0
2021-10-30,Accessories,77.0,15.0,1155.0
2021-10-31,T-Shirts,95.0,25.0,2375.0
2021-10-31,Jeans,67.0,60.0,4020.0
2021-10-31,Jackets,51.0,120.0,6120.0
2021-10-31,Dresses,31.0,80.0,2480.0
2021-10-31,Accessories,100.0,15.0,1500.0
2021-11-01,T-Shirts,69.0,25.0,1725.0
2021-11-01,Jeans,71.0,60.0,4260.0
2021-11-01,Jackets,56.0,120.0,6720.0
2021-11-01,Dresses,19.0,80.0,1520.0
2021-11-01,Accessories,88.0,15.0,1320.0
2021-11-02,T-Shirts,68.0,25.0,1700.0
2021-11-02,Jeans,85.0,60.0,5100.0
2021-11-02,Jackets,69.0,120.0,8280.0
2021-11-02,Dresses,20.0,80.0,1600.0
2021-11-02,Accessories,77.0,15.0,1155.0
2021-11-03,T-Shirts,60.0,25.0,1500.0
2021-11-03,Jeans,45.0,60.0,2700.0
2021-11-03,Jackets,60.0,120.0,7200.0
2021-11-03,Dresses,21.0,80.0,1680.0
2021-11-03,Accessories,87.0,15.0,1305.0
2021-11-04,T-Shirts,44.0,25.0,1100.0
2021-11-04,Jeans,70.0,60.0,4200.0
2021-11-04,Jackets,54.0,120.0,6480.0
2021-11-04,Dresses,18.0,80.0,1440.0
2021-11-04,Accessories,52.0,15.0,780.0
2021-11-05,T-Shirts,58.0,25.0,1450.0
2021-11-05,Jeans,84.0,60.0,5040.0
2021-11-05,Jackets,70.0,120.0,8400.0
2021-11-05,Dresses,20.0,80.0,1600.0
2021-11-05,Accessories,85.0,15.0,1275.0
2021-11-06,T-Shirts,94.0,25.0,2350.0
2021-11-06,Jeans,81.0,60.0,4860.0
2021-11-06,Jackets,90.0,120.0,10800.0
2021-11-06,Dresses,35.0,80.0,2800.0
2021-11-06,Accessories,167.0,15.0,2505.0
2021-11-07,T-Shirts,87.0,25.0,2175.0
2021-11-07,Jeans,94.0,60.0,5640.0
2021-11-07,Jackets,77.0,120.0,9240.0
2021-11-07,Dresses,29.0,80.0,2320.0
2021-11-07,Accessories,136.0,15.0,2040.0
2021-11-08,T-Shirts,62.0,25.0,1550.0
2021-11-08,Jeans,75.0,60.0,4500.0
2021-11-08,Jackets,52.0,120.0,6240.0
2021-11-08,Dresses,25.0,80.0,2000.0
2021-11-08,Accessories,90.0,15.0,1350.0
2021-11-09,T-Shirts,58.0,25.0,1450.0
2021-11-09,Jeans,57.0,60.0,3420.0
2021-11-09,Jackets,41.0,120.0,4920.0
2021-11-09,Dresses,24.0,80.0,1920.0
2021-11-09,Accessories,105.0,15.0,1575.0
2021-11-10,T-Shirts,56.0,25.0,1400.0
2021-11-10,Jeans,65.0,60.0,3900.0
2021-11-10,Jackets,62.0,120.0,7440.0
2021-11-10,Dresses,17.0,80.0,1360.0
2021-11-10,Accessories,86.0,15.0,1290.0
2021-11-11,T-Shirts,66.0,25.0,1650.0
2021-11-11,Jeans,51.0,60.0,3060.0
2021-11-11,Jackets,60.0,120.0,7200.0
2021-11-11,Dresses,18.0,80.0,1440.0
2021-11-11,Accessories,101.0,15.0,1515.0
2021-11-12,T-Shirts,58.0,25.0,1450.0
2021-11-12,Jeans,47.0,60.0,2820.0
2021-11-12,Jackets,67.0,120.0,8040.0
2021-11-12,Dresses,20.0,80.0,1600.0
2021-11-12,Accessories,83.0,15.0,1245.0
2021-11-13,T-Shirts,91.0,25.0,2275.0
2021-11-13,Jeans,116.0,60.0,6960.0
2021-11-13,Jackets,77.0,120.0,9240.0
2021-11-13,Dresses,33.0,80.0,2640.0
2021-11-13,Accessories,151.0,15.0,2265.0
2021-11-14,T-Shirts,98.0,25.0,2450.0
2021-11-14,Jeans,100.0,60.0,6000.0
2021-11-14,Jackets,84.0,120.0,10080.0
2021-11-14,Dresses,29.0,80.0,2320.0
2021-11-14,Accessories,144.0,15.0,2160.0
2021-11-15,T-Shirts,49.0,25.0,1225.0
2021-11-15,Jeans,33.0,60.0,1980.0
2021-11-15,Jackets,62.0,120.0,7440.0
2021-11-15,Dresses,24.0,80.0,1920.0
2021-11-15,Accessories,60.0,15.0,900.0
2021-11-16,T-Shirts,50.0,25.0,1250.0
2021-11-16,Jeans,72.0,60.0,4320.0
2021-11-16,Jackets,73.0,120.0,8760.0
2021-11-16,Dresses,22.0,80.0,1760.0
2021-11-16,Accessories,84.0,15.0,1260.0
2021-11-17,T-Shirts,57.0,25.0,1425.0
2021-11-17,Jeans,80.0,60.0,4800.0
2021-11-17,Jackets,54.0,120.0,6480.0
2021-11-17,Dresses,19.0,80.0,1520.0
2021-11-17,Accessories,88.0,15.0,1320.0
2021-11-18,T-Shirts,50.0,25.0,1250.0
2021-11-18,Jeans,66.0,60.0,3960.0
2021-11-18,Jackets,70.0,120.0,8400.0
2021-11-18,Dresses,23.0,80.0,1840.0
2021-11-18,Accessories,91.0,15.0,1365.0
2021-11-19,T-Shirts,56.0,25.0,1400.0
2021-11-19,Jeans,48.0,60.0,2880.0
2021-11-19,Jackets,65.0,120.0,7800.0
2021-11-19,Dresses,21.0,80.0,1680.0
2021-11-19,Accessories,92.0,15.0,1380.0
2021-11-20,T-Shirts,132.0,25.0,3300.0
2021-11-20,Jeans,103.0,60.0,6180.0
2021-11-20,Jackets,80.0,120.0,9600.0
2021-11-20,Dresses,31.0,80.0,2480.0
2021-11-20,Accessories,167.0,15.0,2505.0
2021-11-21,T-Shirts,90.0,25.0,2250.0
2021-11-21,Jeans,75.0,60.0,4500.0
2021-11-21,Jackets,98.0,120.0,11760.0
2021-11-21,Dresses,30.0,80.0,2400.0
2021-11-21,Accessories,183.0,15.0,2745.0
2021-11-22,T-Shirts,69.0,25.0,1725.0
2021-11-22,Jeans,60.0,60.0,3600.0
2021-11-22,Jackets,68.0,120.0,8160.0
2021-11-22,Dresses,22.0,80.0,1760.0
2021-11-22,Accessories,107.0,15.0,1605.0
2021-11-23,T-Shirts,64.0,25.0,1600.0
2021-11-23,Jeans,56.0,60.0,3360.0
2021-11-23,Jackets,54.0,120.0,6480.0
2021-11-23,Dresses,25.0,80.0,2000.0
2021-11-23,Accessories,90.0,15.0,1350.0
2021-11-24,T-Shirts,56.0,25.0,1400.0
2021-11-24,Jeans,55.0,60.0,3300.0
2021-11-24,Jackets,62.0,120.0,7440.0
2021-11-24,Dresses,27.0,80.0,2160.0
2021-11-24,Accessories,80.0,15.0,1200.0
2021-11-25,T-Shirts,59.0,25.0,1475.0
2021-11-25,Jeans,81.0,60.0,4860.0
2021-11-25,Jackets,59.0,120.0,7080.0
2021-11-25,Dresses,23.0,80.0,1840.0
2021-11-25,Accessories,80.0,15.0,1200.0
2021-11-26,T-Shirts,63.0,25.0,1575.0
2021-11-26,Jeans,63.0,60.0,3780.0
2021-11-26,Jackets,66.0,120.0,7920.0
2021-11-26,Dresses,25.0,80.0,2000.0
2021-11-26,Accessories,132.0,15.0,1980.0
2021-11-27,T-Shirts,97.0,25.0,2425.0
2021-11-27,Jeans,104.0,60.0,6240.0
2021-11-27,Jackets,91.0,120.0,10920.0
2021-11-27,Dresses,32.0,80.0,2560.0
2021-11-27,Accessories,150.0,15.0,2250.0
2021-11-28,T-Shirts,85.0,25.0,2125.0
2021-11-28,Jeans,101.0,60.0,6060.0
2021-11-28,Jackets,103.0,120.0,12360.0
2021-11-28,Dresses,29.0,80.0,2320.0
2021-11-28,Accessories,168.0,15.0,2520.0
2021-11-29,T-Shirts,71.0,25.0,1775.0
2021-11-29,Jeans,64.0,60.0,3840.0
2021-11-29,Jackets,44.0,120.0,5280.0
2021-11-29,Dresses,20.0,80.0,1600.0
2021-11-29,Accessories,114.0,15.0,1710.0
2021-11-30,T-Shirts,59.0,25.0,1475.0
2021-11-30,Jeans,55.0,60.0,3300.0
2021-11-30,Jackets,56.0,120.0,6720.0
2021-11-30,Dresses,24.0,80.0,1920.0
2021-11-30,Accessories,103.0,15.0,1545.0
2021-12-01,T-Shirts,57.0,25.0,1425.0
2021-12-01,Jeans,62.0,60.0,3720.0
2021-12-01,Jackets,57.0,120.0,6840.0
2021-12-01,Dresses,20.0,80.0,1600.0
2021-12-01,Accessories,119.0,15.0,1785.0
2021-12-02,T-Shirts,57.0,25.0,1425.0
2021-12-02,Jeans,79.0,60.0,4740.0
2021-12-02,Jackets,71.0,120.0,8520.0
2021-12-02,Dresses,25.0,80.0,2000.0
2021-12-02,Accessories,89.0,15.0,1335.0
2021-12-03,T-Shirts,63.0,25.0,1575.0
2021-12-03,Jeans,65.0,60.0,3900.0
2021-12-03,Jackets,53.0,120.0,6360.0
2021-12-03,Dresses,23.0,80.0,1840.0
2021-12-03,Accessories,79.0,15.0,1185.0
2021-12-04,T-Shirts,106.0,25.0,2650.0
2021-12-04,Jeans,91.0,60.0,5460.0
2021-12-04,Jackets,92.0,120.0,11040.0
2021-12-04,Dresses,35.0,80.0,2800.0
2021-12-04,Accessories,138.0,15.0,2070.0
2021-12-05,T-Shirts,98.0,25.0,2450.0
2021-12-05,Jeans,91.0,60.0,5460.0
2021-12-05,Jackets,99.0,120.0,11880.0
2021-12-05,Dresses,28.0,80.0,2240.0
2021-12-05,Accessories,147.0,15.0,2205.0
2021-12-06,T-Shirts,77.0,25.0,1925.0
2021-12-06,Jeans,55.0,60.0,3300.0
2021-12-06,Jackets,55.0,120.0,6600.0
2021-12-06,Dresses,24.0,80.0,1920.0
2021-12-06,Accessories,98.0,15.0,1470.0
2021-12-07,T-Shirts,63.0,25.0,1575.0
2021-12-07,Jeans,71.0,60.0,4260.0
2021-12-07,Jackets,65.0,120.0,7800.0
2021-12-07,Dresses,25.0,80.0,2000.0
2021-12-07,Accessories,102.0,15.0,1530.0
2021-12-08,T-Shirts,58.0,25.0,1450.0
2021-12-08,Jeans,73.0,60.0,4380.0
2021-12-08,Jackets,74.0,120.0,8880.0
2021-12-08,Dresses,22.0,80.0,1760.0
2021-12-08,Accessories,82.0,15.0,1230.0
2021-12-09,T-Shirts,70.0,25.0,1750.0
2021-12-09,Jeans,65.0,60.0,3900.0
2021-12-09,Jackets,44.0,120.0,5280.0
2021-12-09,Dresses,25.0,80.0,2000.0
2021-12-09,Accessories,88.0,15.0,1320.0
2021-12-10,T-Shirts,59.0,25.0,1475.0
2021-12-10,Jeans,69.0,60.0,4140.0
2021-12-10,Jackets,62.0,120.0,7440.0
2021-12-10,Dresses,24.0,80.0,1920.0
2021-12-10,Accessories,90.0,15.0,1350.0
2021-12-11,T-Shirts,97.0,25.0,2425.0
2021-12-11,Jeans,95.0,60.0,5700.0
2021-12-11,Jackets,99.0,120.0,11880.0
2021-12-11,Dresses,36.0,80.0,2880.0
2021-12-11,Accessories,124.0,15.0,1860.0
2021-12-12,T-Shirts,105.0,25.0,2625.0
2021-12-12,Jeans,90.0,60.0,5400.0
2021-12-12,Jackets,99.0,120.0,11880.0
2021-12-12,Dresses,35.0,80.0,2800.0
2021-12-12,Accessories,184.0,15.0,2760.0
2021-12-13,T-Shirts,58.0,25.0,1450.0
2021-12-13,Jeans,62.0,60.0,3720.0
2021-12-13,Jackets,60.0,120.0,7200.0
2021-12-13,Dresses,22.0,80.0,1760.0
2021-12-13,Accessories,108.0,15.0,1620.0
2021-12-14,T-Shirts,46.0,25.0,1150.0
2021-12-14,Jeans,55.0,60.0,3300.0
2021-12-14,Jackets,53.0,120.0,6360.0
2021-12-14,Dresses,25.0,80.0,2000.0
2021-12-14,Accessories,121.0,15.0,1815.0
2021-12-15,T-Shirts,59.0,25.0,1475.0
2021-12-15,Jeans,64.0,60.0,3840.0
2021-12-15,Jackets,61.0,120.0,7320.0
2021-12-15,Dresses,26.0,80.0,2080.0
2021-12-15,Accessories,83.0,15.0,1245.0
2021-12-16,T-Shirts,62.0,25.0,1550.0
2021-12-16,Jeans,77.0,60.0,4620.0
2021-12-16,Jackets,64.0,120.0,7680.0
2021-12-16,Dresses,23.0,80.0,1840.0
2021-12-16,Accessories,111.0,15.0,1665.0
2021-12-17,T-Shirts,36.0,25.0,900.0
2021-12-17,Jeans,73.0,60.0,4380.0
2021-12-17,Jackets,56.0,120.0,6720.0
2021-12-17,Dresses,18.0,80.0,1440.0
2021-12-17,Accessories,104.0,15.0,1560.0
2021-12-18,T-Shirts,109.0,25.0,2725.0
2021-12-18,Jeans,97.0,60.0,5820.0
2021-12-18,Jackets,102.0,120.0,12240.0
2021-12-18,Dresses,40.0,80.0,3200.0
2021-12-18,Accessories,174.0,15.0,2610.0
2021-12-19,T-Shirts,113.0,25.0,2825.0
2021-12-19,Jeans,112.0,60.0,6720.0
2021-12-19,Jackets,92.0,120.0,11040.0
2021-12-19,Dresses,28.0,80.0,2240.0
2021-12-19,Accessories,140.0,15.0,2100.0
2021-12-20,T-Shirts,53.0,25.0,1325.0
2021-12-20,Jeans,90.0,60.0,5400.0
2021-12-20,Jackets,60.0,120.0,7200.0
2021-12-20,Dresses,23.0,80.0,1840.0
2021-12-20,Accessories,105.0,15.0,1575.0
2021-12-21,T-Shirts,61.0,25.0,1525.0
2021-12-21,Jeans,85.0,60.0,5100.0
2021-12-21,Jackets,57.0,120.0,6840.0
2021-12-21,Dresses,23.0,80.0,1840.0
2021-12-21,Accessories,86.0,15.0,1290.0
2021-12-22,T-Shirts,49.0,25.0,1225.0
2021-12-22,Jeans,60.0,60.0,3600.0
2021-12-22,Jackets,61.0,120.0,7320.0
2021-12-22,Dresses,21.0,80.0,1680.0
2021-12-22,Accessories,87.0,15.0,1305.0
2021-12-23,T-Shirts,48.0,25.0,1200.0
2021-12-23,Jeans,65.0,60.0,3900.0
2021-12-23,Jackets,50.0,120.0,6000.0
2021-12-23,Dresses,25.0,80.0,2000.0
2021-12-23,Accessories,98.0,15.0,1470.0
2021-12-24,T-Shirts,47.0,25.0,1175.0
2021-12-24,Jeans,63.0,60.0,3780.0
2021-12-24,Jackets,56.0,120.0,6720.0
2021-12-24,Dresses,24.0,80.0,1920.0
2021-12-24,Accessories,117.0,15.0,1755.0
2021-12-25,T-Shirts,66.0,25.0,1650.0
2021-12-25,Jeans,102.0,60.0,6120.0
2021-12-25,Jackets,90.0,120.0,10800.0
2021-12-25,Dresses,37.0,80.0,2960.0
2021-12-25,Accessories,151.0,15.0,2265.0
2021-12-26,T-Shirts,81.0,25.0,2025.0
2021-12-26,Jeans,95.0,60.0,5700.0
2021-12-26,Jackets,84.0,120.0,10080.0
2021-12-26,Dresses,39.0,80.0,3120.0
2021-12-26,Accessories,147.0,15.0,2205.0
2021-12-27,T-Shirts,78.0,25.0,1950.0
2021-12-27,Jeans,66.0,60.0,3960.0
2021-12-27,Jackets,56.0,120.0,6720.0
2021-12-27,Dresses,19.0,80.0,1520.0
2021-12-27,Accessories,71.0,15.0,1065.0
2021-12-28,T-Shirts,46.0,25.0,1150.0
2021-12-28,Jeans,69.0,60.0,4140.0
2021-12-28,Jackets,65.0,120.0,7800.0
2021-12-28,Dresses,18.0,80.0,1440.0
2021-12-28,Accessories,110.0,15.0,1650.0
2021-12-29,T-Shirts,56.0,25.0,1400.0
2021-12-29,Jeans,68.0,60.0,4080.0
2021-12-29,Jackets,73.0,120.0,8760.0
2021-12-29,Dresses,25.0,80.0,2000.0
2021-12-29,Accessories,94.0,15.0,1410.0
2021-12-30,T-Shirts,53.0,25.0,1325.0
2021-12-30,Jeans,43.0,60.0,2580.0
2021-12-30,Jackets,56.0,120.0,6720.0
2021-12-30,Dresses,22.0,80.0,1760.0
2021-12-30,Accessories,83.0,15.0,1245.0
2021-12-31,T-Shirts,60.0,25.0,1500.0
2021-12-31,Jeans,67.0,60.0,4020.0
2021-12-31,Jackets,60.0,120.0,7200.0
2021-12-31,Dresses,21.0,80.0,1680.0
2021-12-31,Accessories,100.0,15.0,1500.0
2022-01-01,T-Shirts,54.0,25.0,1350.0
2022-01-01,Jeans,46.0,60.0,2760.0
2022-01-01,Jackets,60.0,120.0,7200.0
2022-01-01,Dresses,19.0,80.0,1520.0
2022-01-01,Accessories,82.0,15.0,1230.0
2022-01-02,T-Shirts,56.0,25.0,1400.0
2022-01-02,Jeans,58.0,60.0,3480.0
2022-01-02,Jackets,57.0,120.0,6840.0
2022-01-02,Dresses,20.0,80.0,1600.0
2022-01-02,Accessories,74.0,15.0,1110.0
2022-01-03,T-Shirts,35.0,25.0,875.0
2022-01-03,Jeans,30.0,60.0,1800.0
2022-01-03,Jackets,35.0,120.0,4200.0
2022-01-03,Dresses,12.0,80.0,960.0
2022-01-03,Accessories,53.0,15.0,795.0
2022-01-04,T-Shirts,33.0,25.0,825.0
2022-01-04,Jeans,26.0,60.0,1560.0
2022-01-04,Jackets,32.0,120.0,3840.0
2022-01-04,Dresses,13.0,80.0,1040.0
2022-01-04,Accessories,55.0,15.0,825.0
2022-01-05,T-Shirts,29.0,25.0,725.0
2022-01-05,Jeans,44.0,60.0,2640.0
2022-01-05,Jackets,31.0,120.0,3720.0
2022-01-05,Dresses,14.0,80.0,1120.0
2022-01-05,Accessories,58.0,15.0,870.0
2022-01-06,T-Shirts,31.0,25.0,775.0
2022-01-06,Jeans,48.0,60.0,2880.0
2022-01-06,Jackets,30.0,120.0,3600.0
2022-01-06,Dresses,14.0,80.0,1120.0
2022-01-06,Accessories,62.0,15.0,930.0
2022-01-07,T-Shirts,30.0,25.0,750.0
2022-01-07,Jeans,45.0,60.0,2700.0
2022-01-07,Jackets,33.0,120.0,3960.0
2022-01-07,Dresses,13.0,80.0,1040.0
2022-01-07,Accessories,56.0,15.0,840.0
2022-01-08,T-Shirts,50.0,25.0,1250.0
2022-01-08,Jeans,63.0,60.0,3780.0
2022-01-08,Jackets,57.0,120.0,6840.0
2022-01-08,Dresses,15.0,80.0,1200.0
2022-01-08,Accessories,97.0,15.0,1455.0
2022-01-09,T-Shirts,39.0,25.0,975.0
2022-01-09,Jeans,65.0,60.0,3900.0
2022-01-09,Jackets,59.0,120.0,7080.0
2022-01-09,Dresses,17.0,80.0,1360.0
2022-01-09,Accessories,77.0,15.0,1155.0
2022-01-10,T-Shirts,28.0,25.0,700.0
2022-01-10,Jeans,36.0,60.0,2160.0
2022-01-10,Jackets,33.0,120.0,3960.0
2022-01-10,Dresses,14.0,80.0,1120.0
2022-01-10,Accessories,,15.0,
2022-01-11,T-Shirts,41.0,25.0,1025.0
2022-01-11,Jeans,34.0,60.0,2040.0
2022-01-11,Jackets,34.0,120.0,4080.0
2022-01-11,Dresses,10.0,80.0,800.0
2022-01-11,Accessories,48.0,15.0,720.0
2022-01-12,T-Shirts,39.0,25.0,975.0
2022-01-12,Jeans,47.0,60.0,2820.0
2022-01-12,Jackets,30.0,120.0,3600.0
2022-01-12,Dresses,12.0,80.0,960.0
2022-01-12,Accessories,54.0,15.0,810.0
2022-01-13,T-Shirts,35.0,25.0,875.0
2022-01-13,Jeans,32.0,60.0,1920.0
2022-01-13,Jackets,36.0,120.0,4320.0
2022-01-13,Dresses,12.0,80.0,960.0
2022-01-13,Accessories,54.0,15.0,810.0
2022-01-14,T-Shirts,37.0,25.0,925.0
2022-01-14,Jeans,37.0,60.0,2220.0
2022-01-14,Jackets,33.0,120.0,3960.0
2022-01-14,Dresses,13.0,80.0,1040.0
2022-01-14,Accessories,54.0,15.0,810.0
2022-01-15,T-Shirts,48.0,25.0,1200.0
2022-01-15,Jeans,54.0,60.0,3240.0
2022-01-15,Jackets,62.0,120.0,7440.0
2022-01-15,Dresses,21.0,80.0,1680.0
2022-01-15,Accessories,79.0,15.0,1185.0
2022-01-16,T-Shirts,56.0,25.0,1400.0
2022-01-16,Jeans,53.0,60.0,3180.0
2022-01-16,Jackets,59.0,120.0,7080.0
2022-01-16,Dresses,20.0,80.0,1600.0
2022-01-16,Accessories,81.0,15.0,1215.0
2022-01-17,T-Shirts,36.0,25.0,900.0
2022-01-17,Jeans,28.0,60.0,1680.0
